content,category
"Wij protesteren tegen dit onaanvaardbare beleid van de regering waarbij werknemers worden afgedankt en pleiten voor een beleid dat arbeidsre-integratie vooropstelt, met aandacht voor het welzijn van de werknemer, zonder sanctie of ontslag",NFS
"Keuzes die wij gaan maken om aan te tonen hoe wij het licht zullen laten branden, na 2025.",NFS
"Dit mooie project moet op een rationele manier beheerd worden, zodat de wetenschap kan vooruitgaan.",NFS
Het gaat niet alleen over de veiligheid van de Syriërs maar ook over onze eigen veiligheid.,NFS
Dat is echter alleen het geval in het noorden van het land.,NFS
In de nacht van maandag op dinsdag werd een klein dorpje in Syrië door een bombardement getroffen.,CFS
"De vereiste dat een strafrechtelijke inbreuk moet zijn aangetoond, vervalt eveneens.",CFS
Ik begrijp dat uw minister van Energie er een andere opinie op nahoudt dan u.,NFS
"We moeten actie ondernemen, met inachtneming van het internationale recht en zonder het regime van Assad ongestraft te laten.",NFS
Dat riep bij mij veel verontwaardiging op en heel wat vragen.,NFS
De heer Philipsen heeft duidelijk gesteld dat er geen nood was aan bijkomende aanwervingen bij de BBI.,CFS
Op de duur is het België dat geïsoleerd staat ten aanzien van al die zogenaamde extreemrechtse presidenten,NFS
"Voor de nabije toekomst kan ik één zaak verzekeren, met name dat wij de daklozen in Brussel niet in de steek zullen laten.",NFS
"Daarvoor dient dit Parlement ook, om te laten zien waar wij van mening verschillen.",NFS
Dat betekent dus een stap vooruit.,NFS
 De regering had beloofd aan de studenten die in 2017 zouden afstuderen een RIZIV-nummer uit te reiken,CFS
"Mijnheer de eerste minister, uw woorden waren nog niet koud of uw eigen minister van Energie zaaide weer wat twijfel daaromtrent.",NFS
Daarover hebben wij ook gedebatteerd in de commissie.,UFS
"Nu betaalt men hun hier een loon uit, maar de sociale zekerheid wordt betaald in het land van herkomst.",CFS
Ik heb tot nu toe 750.000 euro van het belastingsgeld overgemaakt.,CFS
Uw antwoord schept geen duidelijkheid over het bedrag van de vergoeding.,NFS
De Nationale Paritaire Commissie heeft dit ontwerp eenparig aangenomen,CFS
Het conflict kan enkel worden beëindigd middels een politieke oplossing.,NFS
"Mevrouw Wouters, ik wil nog het volgende zeggen",NFS
Het is ook zo dat de voorzitter van de eurogroep uitdrukkelijk heeft gezegd dat die punten absoluut op de agenda moeten blijven en verder moeten worden uitgeklaard.,CFS
"Mijnheer de minister, de war on drugs die door uw burgemeester en partijvoorzitter in Antwerpen werd afgekondigd, lijkt niet echt af te stevenen op een groot succes.",NFS
Wij hebben wel enkele vragen voor u,NFS
Wij zijn bereid om een goede dialoog te voeren met het Parlement en om ermee samen te werken.,NFS
Dankzij deze tekst kunnen we voldoen aan onze internationale verplichtingen met betrekking tot het percentage hernieuwbare energie in onze energiemix.,CFS
Ik kijk met belangstelling uit naar de wetsontwerpen.,NFS
U mag niet meedoen aan desinformatiecampagnes waarmee er angst wordt gezaaid!,NFS
"Hij heeft dus nooit gepleit voor meer manschappen bij de BBI, op geen enkel moment waarop hij daar geweest is.",CFS
"Als ik u of een van uw collega’s de komende weken hier nog zie staan met een moreel vingertje naar heel de groep hier, vergeef mij dan als ik in een lach ga schieten.",NFS
De experts en ook onze collega's hebben schitterend werk geleverd.,NFS
Voor maart 2016 alleen al waren er 1 502 meldingen.,CFS
"Begrijp mij niet verkeerd, maar wij hebben tegelijkertijd in zeer barre tijden ongelofelijk veel geld gestopt in ondernemingen waarvan wij op voorhand wisten dat zij ten dode opgeschreven waren.",NFS
"Collega Penris, ik zal geen uitspraken doen over de uitspraken van uw echtgenote, maar ik kan wel nogmaals bevestigen wat ik u toen heb gezegd, namelijk dat ik achter de wet-Major blijf staan.",NFS
U mag zich dus snel aan wetsontwerpen verwachten.,NFS
"De federale regering zal er alles aan doen, hopelijk in goed overleg met de deelstaten, om resultaten te boeken en concrete beslissingen te nemen.",NFS
"Als er al enige onrust is geweest, dan heb ik heel goed genoteerd dat de lokale politiezones niet in bijkomende logistieke middelen zullen moeten voorzien om de eigen HyCap-mensen ter plaatse te brengen",NFS
"Roep de Turkse ambassadeur op het matje, en zeg hem dat dit soort van praktijken in ons land nooit hebben gekund, niet kunnen en nooit getolereerd zullen worden!",NFS
"Mijnheer de minister, ik heb maar twee vragen voor u.",NFS
"Collega’s, we zijn 12 jaar later en in Brussel doen ze gewoon voort.",NFS
"Mijnheer de minister, ik wil u alvast welkom heten.",NFS
En dan staat men daar in het hol van de leeuw.,NFS
"Ook van de schatting van 245 miljoen euro die de taks op de effectenrekening moet opbrengen, is de minister van Financiën overtuigd”.",CFS
Vlaanderen doet goed onderzoek en audits van ziekenhuizen.,NFS
"Ik wil graag weten waarom, mevrouw de minister.",NFS
U hebt op de Staten-Generaal gezien dat ik nog wat overtuigingskracht aan de dag moest leggen ten aanzien van de minister van Mobiliteit.,NFS
" In zijn communicatie verwijst het ABVV zeer vaak naar mij, terwijl er verschillende punten tot de bevoegdheid van de minister van Werk behoren – de arbeidsomstandigheden, de regelgeving inzake welzijn op het werk en de beëindiging van arbeidsovereenkomsten wegens arbeidsongeschiktheid",CFS
Het is inderdaad een lijdensweg.,NFS
"Meisjes worden vanaf nu echter uitgesloten, schluss, gedaan.",NFS
"De meerderheid heeft ervoor gekozen om het rapport van de experts aan de kant te schuiven, te amenderen met een totaal nieuw rapport dat alleen binnen de meerderheid werd bedisseld.",CFS
"Ik heb er alle respect voor dat u bepaalde dingen niet in het verslag wilt zien staan, maar dan moet u er ook respect voor hebben dat wij een aantal dingen wel in het verslag willen zien staan, omdat zij zijn besproken en omdat zij nu eenmaal deel uitmaken van een goed beleid.",NFS
"Het grootste probleem, collega’s, met deze minister van Financiën is dat alles wat nog maar naar fiscale rechtvaardigheid ruikt door hem wordt gesaboteerd, zelfs deze taks op effectenrekeningen, een minimaatregel.",NFS
"Laten wij voortwerken en vooral allemaal de economie, de handel en de horeca omarmen en ons niet laten doen.",NFS
In onze commissie en de subcommissie voor de Nucleaire Veiligheid is het altijd ter harte genomen.,NFS
Iedereen snakt naar duidelijkheid en zekerheid over het toekomstige energiebeleid.,NFS
Ik zou uw cijfers over de evolutie van de overheidsinvesteringen nog een beetje willen nuanceren.,NFS
Men moet blijven zoeken naar een politieke oplossing.,NFS
De instandhouding van de herinnering wordt slechts op één van de 144 bladzijden vermeld.,CFS
Na het advies van de Inspectie van Financiën in juli 2016 werd ook het advies van de ministers van Begroting en Ambtenarenzaken gevraagd.,UFS
"Vorig jaar liep het bedrag op tot 7 miljoen euro, wat neerkomt op ongeveer 19.000 euro per dag.",CFS
"Collega’s, wij moeten geen schrik hebben voor een ambitieus klimaatbeleid.",NFS
"Mijnheer de voorzitter, mijnheer de minister, u hebt ons gerustgesteld als u zegt dat het basisdoel moet zijn dat elke burger in dit land, elke onderneming in dit land in gelijke omstandigheden dezelfde belastingen moet betalen.",NFS
Tevens dienen de beroepsinstituten een actieve rol te spelen in het sensibiliseren van de naleving van de witwaswetgeving en hun leden hierop daadwerkelijk te controleren.,NFS
Ik heb daarop op dit moment nog geen klaar en duidelijk antwoord.,NFS
Niets kan een excuus zijn voor blind geweld.,NFS
De politievakbonden zeggen dat ze te weinig middelen hebben en dat ze niet mogen optreden.,CFS
"Wij zullen in dit Parlement intens samenwerken om al die moeilijke zaken, al die uitdagingen die onze luchtvaartsector bedreigen, aan te pakken.",NFS
Ook nu nog worden blijkbaar aanpassingen gedaan aan de software.,CFS
Wij vinden niet dat een volledige sector de dupe moet zijn van enkele rotte appels in die sector.,NFS
Deze engagementen leken ons bijzonder belangrijk voor een respectvolle integratie van de door SN Brussels Airlines gecreëerde waarde en voor een integratie die voordelig is voor beide partijen.,NFS
"Mijnheer de eerste minister, u houdt van superministerraden.",NFS
De burgemeester van het oostelijk deel van Aleppo vraagt visa en humanitaire corridors naar de Europese Unie.,CFS
"Wat Canada betreft, is dat zelfs 90 %.",CFS
"Zo niet zullen zij, terecht, blijven vluchten naar een plaats waar het veiliger is.",NFS
Ik ben het niet met u eens wat de opvang van vluchtelingen betreft.,NFS
"Geen absurde, geografische afbakening meer voor havenarbeid, de collega’s horen dat blijkbaar absoluut niet graag.",NFS
Dit is een vreemde situatie.,NFS
"Mensen moeten steeds meer betalen, onder andere voor energie met de Turteltaks en de Tommeleintaks.",CFS
"Het is ook belangrijk dat de specifieke antimisbruikbepalingen waarop veel kritiek was, onder het toepassingsgebied van de kaaimantaks worden gebracht, als het bijvoorbeeld gaat over de Luxemburgse sicavs.",NFS
U hebt zelf aangegeven dat het een ontsnappingsroute zou kunnen zijn.,CFS
Wij hebben nood aan een zekere ecologische planificatie van onze economie.,NFS
"Mijnheer de minister, ik kan u niet verwijten oneerlijk te zijn.",NFS
Dat is energie die wij zouden moeten besteden aan een andere energietoekomst.,NFS
"Op dit moment, geachte collega’s van Open Vld, mijnheer Van Biesen, hebben wij twee bestuurders in die bank, met name de heer Van Broekhoven, van Open Vld-signatuur, en de heer Tilmant, van MR-signatuur",UFS
U zult op de Europese Top felle standpunten verdedigen.,NFS
"Het is niet al kommer en kwel, dat willen wij niet gezegd hebben",NFS
"Gewoon omdat België niet werkt, en u weet dat, maar ik zal het u toch vragen, want ik wil uw mening eens horen.",NFS
"Mijnheer de voorzitter, voor ons is het belangrijk dat wij de continue strijd op het vlak van fiscale fraude blijven aangaan.",NFS
"Collega Hedebouw en collega Kitir, u verwijst naar het voorstel rond werkbaar en wendbaar werk.",UFS
"Los van het feit welke vragen wij aan zo'n bedrijf dan zouden stellen, rijst toch meteen de vraag – ik heb ze toen niet gesteld – wat met amazon.com.",NFS
Ik hoop dat deze bestuurders de dood van die mensen niet op hun geweten hebben.,NFS
"Mijnheer de minister, laat het diploma dat daar toegekend wordt, dan beslissend zijn.",NFS
U beweert dat de meerderheid onvoldoende doet in de strijd tegen de fiscale fraude.,NFS
"Denk maar aan onze spoorinfrastructuur, onze weginfrastructuur, onderzoek en ontwikkeling, de federale musea in Brussel.",NFS
Daar zult u een show opvoeren want daar gaat het over de PS en daar zult u naar trappen.,NFS
"Er werden gisterenavond en vannacht 31,2 miljoen aandelen verkocht aan een nettoprijs van 62,40 euro",CFS
Een humanitaire corridor die stopt aan de grens met Libanon is die naam onwaardig.,NFS
"De minister belast met Ambtenarenzaken waakt erover dat de verwachte opbrengst zal worden bereikt zonder bijkomende lineaire maatregelen op te leggen aan de departementen"".",NFS
"Het gevecht rond fiscaliteit speelt zich niet enkel af tussen staten, beste vrienden.",NFS
"Zodra Infrabel zijn plan meedeelt, kunnen we de beheerscontracten hun beslag geven.",UFS
Er is op dit moment ook geen enkele aanwijzing in de gerechtelijke onderzoeken dat Abrini vroeger contacten met die mensen in Manchester zou hebben gehad.,CFS
Dat was begin april2016 met de wereldwijde Panama Leaks over internationale circuits van belastingontwijking.,UFS
Zij stelde voor om e-commerce te belasten,CFS
U treedt zelfs graag in de plaats van de rechterlijke macht.,NFS
"Wij moeten ervoor pleiten dat SN Brussels Airlines binnen Lufthansa een duidelijke aanwezigheid heeft, dat het beslissingscentrum in Brussel blijft en dat, vooral, de tewerkstelling van duizenden mensen gegarandeerd blijft.",NFS
"Ten derde, hebben we de BBI versterkt, zowel in aantal als qua uitrusting, dit om bijvoorbeeld via datamining aan meer doelgerichte opsporing te doen.",CFS
Ik kijk uit naar uw antwoord.,NFS
wordt gespioneerd door de Diyanetmoskeeën in ons land!,US
Dat verzoek werd op 20 mei verworpen.,UFS
Dat wordt het dus zeker niet.,NFS
De Staat moet de nodige expertise intern kunnen ontwikkelen.,NFS
Laat mij daar heel duidelijk over zijn.,NFS
"Wanneer bedrijven zich vestigen in een belastingparadijs onder een bepaalde fiscale toestand, dan moeten zij met onze Belgische fiscus ook open kaart spelen.",NFS
Dit komt immers niet uit de lucht vallen.,NFS
Ik volg die dossiers al jaren en dat soort dingen werkt mij enorm op de zenuwen.,NFS
Er werd nog nooit zoveel cocaïne en drugs verhandeld in Antwerpen als vandaag het geval is.,CFS
"Vanaf 1 mei 2016 moeten de werkgevers die buiten het Brussels Gewest of Vlaams-Brabant zijn gelegen, een omschrijving van de redenen van overmacht geven.",CFS
Wij hebben overleg gehad met de werkgevers en werknemers.,UFS
Het regime was daartoe niet bereid en ook bij Rusland en Iran is er weinig animo.,NFS
Deze forcing zal aanleiding geven tot nieuwe peripetieën en ons voor schut zetten.,NFS
"Als het gewijzigd wordt, wordt het gewijzigd via sociaal overleg.",NFS
De andere worden in de wachtrij gezet.,NFS
Zover is het ondertussen gekomen.,NFS
Ik wil u bedanken voor uw engagement om tot een positieve oplossing te komen.,NFS
Ik heb daar kunnen vaststellen dat alle meerderheidspartijen gehecht blijven aan het behoud van het vierde criterium.,NFS
"Afhankelijk van het overleg zullen wij bijkomende middelen investeren in de federale politie, want als men prioriteiten stelt moet men daar ook middelen tegenover zetten.",NFS
Ik denk dat nu het juiste moment is om een deel van die participatie te verzilveren,NFS
Het is een symbooldaad van de regering: altijd cadeaus voor de rijken maar niets voor degenen die het nodig hebben.,NFS
Dat is altijd zo geweest.,NFS
"Mevrouw de minister, natuurlijk stijgen de kosten, want steeds meer mensen maken er gebruik van.",CFS
Dit versnipperde beleid is duidelijk ontoereikend.,NFS
"Erger nog, eens te meer lijkt het erop dat de regering niet alle mogelijkheden zal aangrijpen die de richtlijn biedt.",NFS
"De andere methode, die even gevaarlijk is, bestaat erin om niets op poten te zetten om vervangingscapaciteit te creëren voor 2025.",NFS
Daarin wordt duidelijk aangetoond dat 2025 wel degelijk haalbaar is op voorwaarde dat er nu wordt beslist en er dus geen tijd meer wordt verloren.,CFS
Men moet zijn rug rechten.,NFS
"Wij spreken ook nooit over het ene of het andere, ze gaan hand in hand.",NFS
Ik denk dat het echt wel tijd is voor de taskforce.,NFS
Daarom voorziet aanbeveling nummer 21 in een verbod voor belastingplichtigen om economische betrekkingen te hebben met juridische constructies die zijn gevestigd in belastingparadijzen waar zij geen werkelijke economische activiteiten hebben.,CFS
Dit is het resultaat van een lange weg die vijftien jaar geleden werd ingeslagen in het kader van Coperfin 2001.,UFS
